send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2025-09-13,2025-09-11,34-17151,III,2025,"Jl.Pangkalan 2 Sumur Batu-Bantar Gebang,kota Bekasi",Kota Bekasi,DODO,SBM Karawang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,92.77,93.33,100.00,95.80,99.00,57.08,Pasti Pas Good,,NFR
2025-09-11,2025-09-11,44-55528,IV,2025,JL. KEBON AGUNG DSN. GETAS KEL. TLO,Kab Sleman,DODO,SBM Yogyakarta I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,91.45,96.67,100.00,91.24,94.00,47.93,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-11,54-67136,V,2025,Jl. By Pass Pandaan,Kab Pasuruan,DODO,SBM Malang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,90.09,82.67,100.00,94.77,100.00,63.27,Pasti Pas Good,,"Produk JBU, NFR"
2025-09-12,2025-09-11,54-63303,V,2025,Jl. Desa Genengan Kec. Kawedanan Gorang-gareng,Kab Magetan,DODO,SBM Kediri III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.15,82.00,100.00,91.86,91.00,40.81,Pasti Pas Good,,"Produk JBU, Jalur Fast Track, NFR"
2025-09-12,2025-09-11,64-70103,VI,2025,"Jl. S. Parman mo 1, RT 05",Kota Banjarmasin,DODO,SBM Kalsel I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,83.15,81.00,91.76,87.65,88.00,49.96,Pasti Pas Good,,"Jalur Fast Track, Produk JBU, NFR"
2025-09-13,2025-09-11,34-41317,III,2025,Jl. Raya Surotokunto Karawang,Kab Karawang,DODO,SBM Karawang II Fuel,TAGE3,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,82.98,76.67,98.99,86.78,89.00,40.13,Basic,,"NFR, Jalur Fast Track"
2025-09-13,2025-09-11,24-30295,II,2025,Jl. Kapten Abdullah No.23 Talang Putri,Kota Palembang,DODO,SBM Sumsel I Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,84.01,83.00,98.94,84.40,88.00,37.56,Pasti Pas Good,Grounding,"NFR, Jalur Fast Track, Grounding"
2025-09-11,2025-09-11,44-56502,IV,2025,Jl. Syailendra Raya Borobudur,Kab Magelang,DODO,SBM Yogyakarta II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,92.01,96.67,100.00,90.75,95.00,53.60,Pasti Pas Good,,NFR
2025-09-11,2025-09-11,54-82204,V,2025,"Jl. Raya Gilimanuk, Pekutatan",Kab Jembrana,DODO,SBM Bali II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.47,85.33,100.00,87.40,94.00,39.93,Pasti Pas Good,,NFR
2025-09-13,2025-09-11,34-17540,III,2025,Jl. Raya Bekasi Kec. Kedung Waringin,Kab Bekasi,DODO,SBM Karawang I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,87.51,82.67,99.04,91.83,94.00,52.23,Pasti Pas Good,,NFR
2025-09-12,2025-09-11,54-63412,V,2025,Jl. Raya Ds. Nailan Kec. Balong Kab. Ponorogo,Kab Ponorogo,DODO,SBM Kediri III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,88.94,82.33,100.00,93.20,98.00,58.00,Pasti Pas Good,,"Jalur Fast Track, NFR"
