send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2026-01-27,2026-01-24,54-66117,V,2026,DS. SOSO KEC. GANDUSARI,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"85,95",82,"96,17",87,93,58,Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-13,2026-01-12,54-66118,V,2026,Ds. Sidorejo Kec. Ponggok,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,35","80,33",100,"85,1",93,"49,13",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-22,2026-01-22,54-66119,V,2026,Jl. Raya Blitar-Malang Km. 40,Kab Blitar,DODO,SBM Kediri II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"88,12",82,100,"85,55",96,"67,9",Pasti Pas Good,,NFR
2026-01-12,2026-01-09,54-66120,V,2026,Ds. Bendo Kec. Ponggok,Kab Blitar,,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"85,21","80,33","96,35","83,05",94,62,Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-21,2026-01-20,54-66121,V,2026,Ds. Binangun Kec. Binangun,Kab Blitar,,SBM Kediri II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"85,38",81,100,"85,83",93,"46,1",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-20,2026-01-19,54-66122,V,2026,Jl. Raya Pikatan Wododadi,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"84,39","80,33","96,55","85,19",100,"42,8",Pasti Pas Good,,NFR
2026-01-20,2026-01-19,54-66123,V,2026,Ds. Pakis Rejo Srengat,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"86,42",81,100,88,97,"48,2",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-13,2026-01-13,54-66125,V,2026,Jl. Kalimantan No.49,Kota Blitar,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,01","82,33","96,17","85,6",94,"59,43",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-07,2026-01-06,54-66126,V,2026,Jl. Raya Garum Ds. Bence Garum,Kab Blitar,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,02","93,67","98,26","88,25",100,"67,9",Pasti Pas Good,,NFR
2026-01-19,2026-01-19,54-66127,V,2026,Jl. Mastrip Ds. Srengat,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"86,48","81,33","96,17","88,5",95,"60,3",Pasti Pas Good,,NFR
