send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts
2026-04-20,2026-04-17,34-45410,III,2026,Jl. Raya Simpeureum Cigasong,Kab Majalengka,,SBM Cirebon II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"86,89","88,33",100,"88,08",79,"48,8",Pasti Pas Good,
2026-04-10,2026-04-09,34-45411,III,2026,Jl. Raya Kadipaten Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,38","90,67",100,"88,76",90,"54,1",Pasti Pas Good,
2026-04-18,2026-04-16,34-45413,III,2026,Jl. Cihaur Maja Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"91,91","90,67",100,90,95,"72,1",Pasti Pas Excellent,
2026-04-11,2026-04-09,34-45414,III,2026,Jl. Raya Jatiwangi - Kasukandel Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,36","87,33","99,04","90,03",90,"74,4",Pasti Pas Excellent,
2026-04-14,2026-04-13,34-45415,III,2026,Jl. Raya Brujul Wetan Jatiwangi Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,36","87,67","99,04","87,83",79,"48,8",Pasti Pas Good,
2026-04-13,2026-04-10,34-45418,III,2026,Jl. Raya Cibolerang Jatiwangi,Kab Majalengka,DODO,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,87","87,67",100,"88,45",73,"45,78",Pasti Pas Good,
2026-04-13,2026-04-11,34-45419,III,2026,Jl. Raya Bantarjati-Kertajati Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,78","88,33",100,"89,67",90,"73,53",Pasti Pas Excellent,
2026-04-19,2026-04-17,34-45421,III,2026,JL. KH. Abdul Halim No. 325,Kab Majalengka,,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,97","88,33",100,"86,36",80,"41,93",Pasti Pas Good,
2026-04-15,2026-04-14,34-45422,III,2026,Jl. Raya Tegalsari No. 19 Maja,Kab Majalengka,,SBM Cirebon II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"91,97","90,67",100,"89,9",90,"77,9",Pasti Pas Excellent,
2026-04-17,2026-04-15,34-45424,III,2026,"Jl. Raya Talaga - Maja, Banjaran, Majalengka",Kab Majalengka,,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,9","87,33",100,"86,99",93,"49,93",Pasti Pas Good,
2026-04-21,2026-04-20,34-45427,III,2026,"BLOK BANJARSARI, KEL./DESA BANJARAN",Kab Majalengka,DODO,SBM Cirebon II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"91,09","91,33",100,"89,53",95,"62,78",Pasti Pas Good,
2026-04-17,2026-04-15,34-45503,III,2026,Jl. Siliwangi No.15,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,47","83,33",100,"88,13",96,"52,3",Pasti Pas Good,
2026-04-14,2026-04-13,34-45507,III,2026,Jl. Raya Luragung Kuningan,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,47","83,33",100,"91,13",81,"61,5",Pasti Pas Good,
2026-04-20,2026-04-20,34-45508,III,2026,Jl. Raya Ciloa - Kuningan,Kab Kuningan,DODO,SBM Cirebon I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,53","91,67",100,"90,4",87,"82,5",Pasti Pas Excellent,
2026-04-16,2026-04-15,34-45509,III,2026,"Jl. Raya Oleched No. 9, Lebak Wangi",Kab Kuningan,DODO,SBM Cirebon I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,48","90,67",100,"88,09","85,5",71,Pasti Pas Excellent,
2026-04-17,2026-04-16,34-45511,III,2026,Jl. Raya Waduk Darma,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,69","84,33",100,"89,4",81,"54,1",Pasti Pas Good,
2026-04-18,2026-04-16,34-45512,III,2026,Jl. Jend Sudirman (Winduhaji) Kuningan,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,95","83,33",100,"88,21",73,50,Pasti Pas Good,
2026-04-20,2026-04-20,34-45514,III,2026,Jl. Raya Cilimus-Caracas,Kab Kuningan,,SBM Cirebon I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"88,85","83,33",100,"90,08",96,"62,1",Pasti Pas Good,
2026-04-22,2026-04-21,34-45515,III,2026,Jl. Siliwangi No. 1 Cirendang Kuningan,Kab Kuningan,DODO,SBM Cirebon I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,14","90,67",100,"88,92",98,"73,3",Pasti Pas Excellent,
2026-04-23,2026-04-22,34-45517,III,2026,"JL. RAYA JALAKSANA, KEC.JALAKSANA",Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,38","80,33","98,99","90,01",75,"50,6",Pasti Pas Good,
2026-04-15,2026-04-14,34-45518,III,2026,Jl. Raya Cidahu,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,23","90,67",100,"86,88",83,"53,5",Pasti Pas Good,
2026-04-14,2026-04-13,34-45520,III,2026,"Jalan Raya Luragung Cibingbin, Cimahi Kuningan",Kab Kuningan,DODO,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,27",87,100,"88,49",91,"53,5",Pasti Pas Good,
2026-04-22,2026-04-21,34-45521,III,2026,Jl Raya Moh Yamin-Ancaran Kuningan,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,79","83,33",100,"89,48",81,58,Pasti Pas Good,
2026-04-15,2026-04-14,34-45523,III,2026,Jl. Raya Cipicung-Cimaranten Kab. Kuningan,Kab Kuningan,,SBM Cirebon I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,51",86,100,"87,61",78,"63,8",Pasti Pas Good,
2026-04-24,2026-04-23,34-45601,III,2009,Jl. Raya Sumber Kramat Km. 5,Kab Cirebon,DODO,SBM Cirebon I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"86,99","83,33",100,"88,72",86,"56,46",Pasti Pas Good,
2026-04-23,2026-04-22,34-45602,III,2026,JL.FATAHILLAH BLK SIJURANG RT 09/03,Kab Cirebon,DODO,SBM Cirebon I Fuel,Re-CAE2,TAGE1,CERTIFIED,NOT CERTIFIED,"85,4","80,67",100,"86,55",93,"45,71",Pasti Pas Good,
2026-04-06,2026-04-02,34-46101,III,2026,"Jl Letjend Ibrahim Adjie Sukamaju kaler, Kec. Indihiang Kota Tasikmalaya",Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,77","88,33",100,"87,7",69,"38,33",Pasti Pas Good,
2026-04-08,2026-04-07,34-46104,III,2026,JL. SL Tobing Padayungan Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"84,72",82,"96,17","85,7","87,5","53,78",Pasti Pas Good,
2026-04-21,2026-04-21,34-46105,III,2026,jl Raya Rajapolah Desa Tanjung Pura Kec. Rajapolah Kab Tasikmalaya,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"87,66","91,67","92,7","88,3",92,55,Pasti Pas Good,
2026-04-14,2026-04-13,34-46107,III,2026,jl Moch Hatta Karangresik Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"89,56","88,33","98,99","87,06",96,"63,4",Pasti Pas Excellent,
2026-04-20,2026-04-18,34-46108,III,2026,Jl. Raya Ciawi Tasikmalaya,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,Re-CAE2,TAGE1,CERTIFIED,NOT CERTIFIED,"89,53","87,89","99,04","90,54",96,"58,7",Pasti Pas Good,
2026-04-17,2026-04-17,34-46109,III,2026,Jl. Perintis Kemerdekaan No. 41 Kawalu,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,84","88,33",100,"91,98",89,"60,5",Pasti Pas Good,
2026-04-13,2026-04-13,34-46113,III,2026,Jl Ir Djuanda Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,45","83,33","96,17","85,3",97,"48,4",Pasti Pas Good,
2026-04-02,2026-04-01,34-46114,III,2026, jl Ir. H Juanda Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,18","96,67",100,"87,14","94,5","53,1",Pasti Pas Good,
2026-04-20,2026-04-18,34-46116,III,2026,Jl. Raya Ciawi Gentong Kadipaten,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"85,44",75,100,"89,7",92,58,Basic,
2026-04-08,2026-04-07,34-46119,III,2026,jl Brigjen waskita Kusuma,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"85,96","83,33",100,"87,45",84,"50,7",Pasti Pas Good,
2026-04-06,2026-04-04,34-46125,III,2026,jl Raya Karang Nunggal Kab. Tasikmalaya,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,72",87,"96,35","86,74",83,"50,7",Pasti Pas Good,
2026-04-01,2026-04-01,34-46129,III,2026,Jl Brigjen Waskita Kusumah Indihiang Kota Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,41","88,33",100,"91,49",98,"58,2",Pasti Pas Good,
2026-04-14,2026-04-13,34-46131,III,2026,Jl. Siliwangi No. 29,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"87,68",86,100,"89,4",93,"47,06",Pasti Pas Good,
2026-04-14,2026-04-13,34-46132,III,2026,Jl. AH. Nasution KM. 1 Tasikmalaya,Kab. Tasikmalaya,DODO,SBM Bandung IV Fuel,CA,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"80,82","86,89","82,18","82,53",77,"60,3",Basic,
2026-04-20,2026-04-20,34-46133,III,2026,JL.RY.CIPATUJAH-PANGANDARAN,Kab Tasikmalaya,,SBM Bandung IV Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"88,39","92,33","96,17","91,15",87,"49,2",Pasti Pas Good,
2026-04-20,2026-04-18,34-46134,III,2026,jl Raya Bandung Tasikmalaya KM 81 Ds Pamoyanan Kec. Kadipaten Kab. Tasikmalaya,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,19","87,33",100,"93,2",93,"60,5",Pasti Pas Good,
2026-04-21,2026-04-21,34-46137,III,2026,Jl. Letjend Mashudi ,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"87,74","87,67","96,17","94,58",94,"42,7",Pasti Pas Good,
2026-04-20,2026-04-17,34-46138,III,2026,jl Raya Salopa. Kawitan Cilegi Kec. Salopa Kab. Tasikmalaya,Kab. Tasikmalaya,DODO,SBM Bandung IV Fuel,TAG1,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"82,09","85,67","84,67","81,18",94,"52,5",Basic,
2026-04-17,2026-04-17,34-46201,III,2026,Jl. Raya Ciamis Banjar Cimaragas,Kab Ciamis,DODO,SBM Bandung IV Fuel,Re-CAE1,TAGE1,CERTIFIED,NOT CERTIFIED,"87,4","83,33",100,"87,95",94,"54,1",Pasti Pas Good,
2026-04-08,2026-04-08,34-46203,III,2026,Jl Jend Sudirman No 239. Sindangrasa Ciamis,Kab. Ciamis,DODO,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"87,61","80,67",100,"89,4",95,"60,3",Pasti Pas Good,
2026-04-12,2026-04-11,34-46205,III,2026,Jl. Margaluyu Kec. Cikoneng ,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"88,25","88,33","86,13","90,6",100,"77,9",Pasti Pas Excellent,
2026-04-11,2026-04-11,34-46206,III,2026,Jl. Raya Ahmad Yani No. 30 Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,99",88,100,"91,2","95,5",58,Pasti Pas Good,
2026-04-07,2026-04-07,34-46207,III,2026,Jl. Raya Sukasetia Cihaurbeuti CiamisJl Raya Sukasetia RT 01 RW 01 Cihaurbeuti Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"88,28",79,100,"87,3",100,71,Pasti Pas Good,
2026-04-17,2026-04-14,34-46210,III,2026,Jl. Raya Desa Bojong Mengger,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,"87,14","88,33","96,35","85,6",94,"52,3",Pasti Pas Good,
2026-04-08,2026-04-08,34-46211,III,2026,Jl Jend Sudirman Imbanagara Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"90,05","85,11",100,"90,6",95,"56,4",Pasti Pas Good,
2026-04-06,2026-04-06,34-46212,III,2026,Jl. Iwa Kusuma Sumantri,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,28","88,33",100,"87,7",88,"54,36",Pasti Pas Good,
2026-04-06,2026-04-06,34-46213,III,2026,"Jl. Raya Ciamis-Banjar Km. 16,1",Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,16","84,33",100,"89,65","80,5","48,8",Pasti Pas Good,
2026-04-19,2026-04-18,34-46214,III,2026,Jl Raya Panjalu Panumbangan Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"87,89","84,33",100,"88,85",92,"56,2",Basic,Masa Berlaku APAR
2026-04-19,2026-04-18,34-46215,III,2026,Jl Siliwangi Kawali Mukti Kec. Kawali Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,91",80,"91,38","90,3",97,"57,33",Pasti Pas Good,
2026-04-09,2026-04-09,34-46217,III,2026,Jl. Raya Rajadesa Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,44","91,67",100,"91,75",99,"66,9",Pasti Pas Excellent,
2026-04-09,2026-04-09,34-46218,III,2026,"Dusun Kota, RT 11 RW 05 Desa Buniseuri Kec. Cipaku Kab. Ciamis",Kab Ciamis,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,08","93,33","93,61","93,2",98,"65,6",Pasti Pas Good,
2026-04-11,2026-04-11,34-46301,III,2026,Jl Banjar - Pangandaran Ds. Putrapinggan Kec. Kalipucang,Kab Pangandaran,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,36","88,33","97,12","85,65","90,5","55,4",Pasti Pas Good,
2026-04-17,2026-04-16,34-46305,III,2026,Jl. Letjend. Soewarto,Kota Banjar,,SBM Bandung IV Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"92,99","96,67",100,"90,8","94,5","63,8",Pasti Pas Good,
2026-04-15,2026-04-15,34-46306,III,2026,"Jl Raya Cijulang Pangandaran, Kec. Parigi Kab. Pangandaran",Kab Pangandaran,DODO,SBM Bandung IV Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"90,45","88,33","93,61","92,94",100,"72,8",Pasti Pas Excellent,
2026-04-14,2026-04-14,34-46307,III,2026,Jl. Raya Ciamis-Banjar,Kab Ciamis,,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"90,01","91,67",100,"89,1",88,"58,93",Pasti Pas Good,
2026-04-17,2026-04-17,34-46309,III,2026,"DS BATULAWANG BANJAR, KOTA BANJAR",Kota Banjar,,SBM Bandung IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"83,85","80,67","97,51","83,32",88,"49,2",Basic,
2026-04-13,2026-04-13,34-46310,III,2026,"Jl Raya Pangandaran, Kali Pucang",Kab Pangandaran,DODO,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"89,29","91,67",100,"89,65",84,"54,6",Pasti Pas Good,
2026-04-17,2026-04-14,34-46312,III,2026,Jl. Raya Rancah Cisaga Km. 1,Kab Ciamis,DODO,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"81,95","80,67","86,97","85,3","89,5","56,4",Pasti Pas Good,
2026-04-17,2026-04-16,34-46315,III,2026,"Jl Raya Pangandaran, Kertahayu",Kab Ciamis,DODO,SBM Bandung IV Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,33","96,67","92,33","94,1",82,"56,2",Pasti Pas Good,
2026-04-16,2026-04-16,34-46318,III,2026,Jl Raya Pangandaran Rt 03 Rw 01 Padaherang Kab. Pangandaran,Kab Pangandaran,DODO,SBM Bandung IV Fuel,Re-CAE1,TAGE1,CERTIFIED,NOT CERTIFIED,"91,83","92,67",100,93,97,"57,33",Pasti Pas Good,
2026-04-17,2026-04-15,34-46320,III,2026,Jl. Cimerak ,Kab Pangandaran,,SBM Bandung IV Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"88,27","96,67","91,93","87,95",92,49,Pasti Pas Good,
2026-04-11,2026-04-11,34-46322,III,2026,Jl. Raya Banjarsari-Lakbok dusun Adimulya desa Sukanagara Kec. Lakbok Kab. Ciamis,Kab Ciamis,DODO,SBM Bandung IV Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,67","92,67","99,09","87,91",100,"75,6",Pasti Pas Excellent,
2026-04-17,2026-04-16,34-46323,III,2026,"Jl. Lingkar Selatan, Kelurahan Benteng Kecamatan Ciamis Kab. Ciamis",Kab Ciamis,DODO,SBM Bandung IV Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"88,87",87,100,"91,77",92,"51,98",Pasti Pas Good,
2026-04-06,2026-04-02,34-46401,III,2026,jl Raya timur no 451 badak paeh. rt 003 rw 009 Desa Cipakat Kec. Singaparna Kab Tasikmalaya,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,53",82,100,"85,65",90,58,Pasti Pas Good,
2026-04-11,2026-04-10,34-46402,III,2026,Jl Raya Singaparna Garut Kp. Sukasukur,Kab Tasikmalaya,DODO,SBM Bandung IV Fuel,Re-CA2,Re-CA3,NOT CERTIFIED,NOT CERTIFIED,"77,84","82,89","68,57","90,9",92,"52,56",Basic,
2026-04-23,2026-04-22,34-46403,III,2026,Jl Raya Singaparna KM 9 Kel. Cipawitra Kec. Mangkubumi. Kota Tasikmalaya,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"89,42","91,67",100,90,94,"45,16",Pasti Pas Good,
2026-04-11,2026-04-10,34-46406,III,2026,jl Raya Leuwisari Singaparna,Kota Tasikmalaya,DODO,SBM Bandung IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,84","88,33","98,99","93,06",81,"49,2",Pasti Pas Good,
2026-04-24,2026-04-11,41-50202,IV,2026,Jl. Sultan Agung,Kota Semarang,CODO I,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,04","91,33",100,"92,69",90,"90,7",Pasti Pas Excellent,
2026-04-09,2026-04-07,41-50214,IV,2026,Jl.Kaligarang no.16,Kota Semarang,COCO,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,31","88,33",100,"94,75",95,"83,6",Pasti Pas Excellent,
2026-04-07,2026-04-04,41-50220,IV,2026,Jl. Setiabudi No. 205 Srondol Kulon Semarang,Kota Semarang,COCO,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"88,83","91,33","86,13","91,74",88,"84,3",Pasti Pas Excellent,
2026-04-07,2026-04-04,41-51201,IV,2026,Jl. Raya Jrakah Payung Km.13,Kab Batang,COCO,SBM Semarang II Fuel,DAGE,DAE,CERTIFIED,CERTIFIED,"84,92","85,33","86,13","89,83",74,"80,9",Pasti Pas Excellent,
2026-04-24,2026-04-24,41-52201,IV,2026,"Rest Area KM. 260B, Jl. Tol Brebes Tegal",Kab Brebes,,SBM Tegal I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"94,16","96,67",100,"96,9","94,5","63,3",Pasti Pas Good,
2026-04-16,2026-04-16,41-55101,IV,2026,"Jl. Kompol Bambang Suprapto No.34, Baciro Lempuyangan",Kota Yogyakarta,COCO,SBM Yogyakarta I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,87","96,67",100,"93,1",100,"82,5",Pasti Pas Excellent,
2026-04-16,2026-04-16,41-55201,IV,2026,Jl. Laksda Adisucipto Km.06,Kab Sleman,CODO I,SBM Yogyakarta I Fuel,DAGE,DAE,CERTIFIED,CERTIFIED,"94,51","91,67",100,"93,8",97,"85,5",Pasti Pas Excellent,
2026-04-07,2026-04-07,41-55202,IV,2026,JL. TEGALREJO,Kota Yogyakarta,CODO I,SBM Yogyakarta I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,27","91,67","99,04","90,83",100,79,Pasti Pas Excellent,
2026-04-02,2026-04-02,41-56101,IV,2026,Jl. A. Yani Menowo,Kota Magelang,COCO,SBM Yogyakarta II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"89,87","90,67","86,13","93,72",100,"80,7",Pasti Pas Excellent,
2026-04-16,2026-04-15,41-57201,IV,2026,Rest Area TOL Solo -  Kertosono KM 519 A,Kab Sragen,COCO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,72","96,67",100,"94,06",90,49,Pasti Pas Good,
2026-04-16,2026-04-15,41-57202,IV,2026,Rest Area TOL Solo -  Kertosono KM 519 B,Kab Sragen,COCO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,82","97,67",100,"93,06",90,49,Pasti Pas Good,
2026-04-06,2026-04-02,43-50201,IV,2026,Jl Lamper Tengah Semarang,Kota Semarang,CODO I,SBM Semarang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,6","90,67",100,"87,74",65,"53,4",Pasti Pas Good,
2026-04-24,2026-04-23,43-50717,IV,2026,JL. TOL SEMARANG - SOLO KM 22 - 200,Kab Semarang,CODO I,SBM Semarang I Fuel,TAGE2,TAGE3,CERTIFIED,CERTIFIED,"90,62","90,67",100,"88,48",90,"66,9",Pasti Pas Good,
2026-04-16,2026-04-14,43-51219,IV,2026,"JL. RAYA PANTURA NO.1, GRINGSING",Kab Batang,CODO I,SBM Semarang II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"85,26","83,33","86,76","89,62",89,"73,8",Pasti Pas Good,Izin Prinsip
2026-04-21,2026-04-21,43-52120,IV,2026,Jl Raya Mejasem Kramat Kab Tegal,Kab Tegal,CODO I,SBM Tegal I Fuel,TAGE2,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"78,74","73,67","83,66","83,87",88,"59,83",Basic,"Izin Prinsip, HP"
2026-04-06,2026-04-04,43-52411,IV,2026,Jalan Raya Pesarean Kelurahan Grogol,Kab Tegal,,SBM Tegal I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,97","96,67",100,"93,19",92,"61,4",Pasti Pas Good,
2026-04-14,2026-04-14,43-53409,IV,2026,"Jl. Raya Banjarnegara-Banyumas km.21 , Mandiraja",Kab Banjarnegara,,SBM Tegal IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,96","96,67",100,"93,29",88,"75,1",Pasti Pas Good,
2026-04-20,2026-04-18,43-54312,IV,2026,JL. RAYA HM. SARBINI DS. BUMIREJO KEC. KEBUMEN,Kab Kebumen,CODO I,SBM Tegal IV Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"93,87","97,67",100,"91,04",98,"65,7",Pasti Pas Excellent,
2026-04-21,2026-04-21,43-54315,IV,2026,"JL. RAYA SRUWENG, Kab. Kebumen",Kab Kebumen,CODO I,SBM Tegal IV Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"91,54","88,67",100,"93,35",89,"73,8",Pasti Pas Excellent,
2026-04-21,2026-04-21,43-57615,IV,2026,"JL. Raya Wonogiri Ponorogo, Sudimoro, Tremes, Kec.Sidoharjo",Kab Wonogiri,CODO I,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,84","97,67",100,"95,52",92,"52,3",Pasti Pas Good,
2026-04-14,2026-04-14,43-57719,IV,2026,DS. NGIJO KEC. TASIKMADU,Kab Karanganyar,CODO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,58","91,67",100,"89,25",92,"60,3",Pasti Pas Good,
2026-04-09,2026-04-08,43-59201,IV,2026,JL. Gajahmada 9A. Rembang,Kab Rembang,CODO I,SBM Semarang IV Fuel,DAE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"86,1","88,33","83,27","93,85","87,5",71,Pasti Pas Good,
2026-04-22,2026-04-20,43-59318,IV,2026,JL. LINGKAR PEDAWANG KEL. BACIN KEC BAE,Kab Kudus,,SBM Semarang III Fuel,TAGE2,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"86,72","89,67","96,35","79,21",90,"60,7",Basic,
2026-04-09,2026-04-07,44-50102,IV,2026,Jl. Arteri Utara Bandarharjo,Kota Semarang,DODO,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"89,06","88,33",100,"92,82","78,5","61,3",Pasti Pas Excellent,
2026-04-08,2026-04-07,44-50103,IV,2026,Jl. Raya Kaligawe KM 7 Genuk,Kota Semarang,DODO,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"91,13","90,67",100,"92,27",83,"71,6",Pasti Pas Excellent,
