send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts
2026-04-08,2026-04-07,11-294701,I,2026,Jl. Baloi Taman Kota Mas,Kota Batam,COCO,SBM Kepulauan Riau I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,46","96,67",100,"98,56",92,"85,4",Pasti Pas Excellent,
2026-04-09,2026-04-08,11-294703,I,2026,"Jl  Yos Sudarso, Baloi Kota Batam",Kota Batam,COCO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,66","96,67",100,"96,14",92,"52,3",Pasti Pas Good,
2026-04-14,2026-04-10,13-203111,I,2026,"Tuntungan I, Pancur Batu, Deli Serdang",Kab. Deli Serdang,CODO I,SBM Medan II Fuel,CA,TAG1,CERTIFIED,NOT CERTIFIED,"87,14","91,78","94,25","91,87",85,"39,16",Pasti Pas Good,
2026-04-22,2026-04-20,13-203188,I,2026,"Jl. Pahlawan Pekan Dolok Masihul, Kecamatan Dolok Masihul, Kabupaten Serdang Bedagai",Serdang Bedagai,CODO,SBM Medan II Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"51,6","53,78","34,83","66,7",74,"37,3",Basic,"Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, HP"
2026-04-10,2026-04-08,13-211118,I,2026,"Jl. Rakutta Sembiring, No. 74, Siantar Martoba",Kota PematangSiantar,CODO I,SBM Medan III Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"91,12",96,100,"89,79",85,"58,66",Pasti Pas Good,
2026-04-25,2026-04-25,13-212102,I,2026,"Jl. Lintas Sumatera KM. 142, Kel. Suka Makmur, Kec. Sei Balai, Batubara",Kab. Batubara,CODO,SBM Medan IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"57,96","60,44","48,95","70,15","65,5","38,53",Basic,"Masa Berlaku APAR, Izin Prinsip"
2026-04-22,2026-04-20,13-227116,I,2026,"Jl. Raja Inal Siregar, Batunadua Julu, Kec. Padangsidimpuan Batunadua, Kota Padang Sidempuan",Kodya P Sidempuan,,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"60,18","55,11","61,67","70,5","79,5","33,46",Basic,"Nol, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-23,2026-04-22,13-229105,I,2026,"Jl. Trans Sumatera Bukittinggi - Padang Sidempuan, Kabupaten Mandailing Natal",Kab. Madina,CODO I,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"70,2","81,11","59,65","70,79","92,5",34,Basic,"Masa Berlaku APAR, Izin Prinsip"
2026-04-20,2026-04-16,13-244403,I,2026,"Jalan Kuala SimpangÂ â€“Â Rantau, Desa Landuh, Kec Rantau",Kab Aceh Tamiang,CODO I,SBM Aceh II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"3,63",0,0,"5,3",10,"15,5",Pasti Pas Good,"Trims, DU Dispenser, Masa Berlaku APAR, Salam, APAB, Grounding, Izin Prinsip, Jalur Fast Track, PELUMAS, HP, Produk JBU"
2026-04-15,2026-04-13,13-256507,I,2026,"Jl.raya padang-bengkulu km 162,kel.punggasan,kec. Linggo sari",Kab Pesisir Selatan,CODO I,SBM Sumatera Barat I Fuel,DAG1,TAG1,NOT CERTIFIED,NOT CERTIFIED,"90,09","96,67",100,"82,88",94,"51,01",Pasti Pas Good,
2026-04-13,2026-04-11,13-261073,I,2026,Jl. Raya Bukittinggi - Payakumbuh KM 7,Kab. Agam,CODO I,SBM Sumatera Barat I Fuel,DAG1,DAG2,CERTIFIED,NOT CERTIFIED,"85,42","90,67","89,96","89,81",79,"53,6",Pasti Pas Good,
2026-04-10,2026-04-09,13-263508,I,2026,"Jl. Pasaman Barat - Medan, Kampung Baru",Kab. Pasaman Barat,CODO I,SBM Sumatera Barat I Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"90,42","95,67",100,"90,06",88,"48,96",Pasti Pas Good,
2026-04-21,2026-04-18,13-282604,I,2026,Jl. Bukit Barisan,Kota Pekanbaru,CODO I,SBM Riau I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"90,73","96,67","92,33","93,6",97,"56,08",Pasti Pas Good,
2026-04-09,2026-04-08,13-282605,I,2026,"Jl. Dahlia, Sukajadi Pekanbaru",Kota Pekanbaru,CODO I,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,3","96,67",100,"90,63",91,"50,61",Pasti Pas Good,
2026-04-06,2026-04-02,13-282606,I,2026,JL. RAWAMANGUN KEL. TANGKERANG LABU,Kota Pekanbaru,,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,16",95,"98,17","87,65",94,"62,41",Pasti Pas Good,
2026-04-02,2026-04-02,13-282610,I,2026,JL. PAUS KEL. TANGKERANG KEC. MARPOYAN DAMAI,Kota Pekanbaru,,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,13","88,33","98,17","93,59",94,"50,61",Pasti Pas Good,
2026-04-16,2026-04-15,13-282612,I,2026,Jl. SM. Amin Panam Pekanbaru,Kota Pekanbaru,,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,55","96,67",100,"91,46",99,"63,48",Pasti Pas Good,
2026-04-25,2026-04-23,13-282634,I,2026,"Jl. Soekarno Hatta, Pekanbaru",Kota Pekanbaru,CODO I,SBM Riau I Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"74,97","85,11","58,38","82,82",90,"51,18",Basic,Izin Prinsip
2026-04-10,2026-04-09,13-284607,I,2026,Jl. Garuda Sakti Km. 8 Kel. Karya Indah Kec. Tapung,Kab.Kampar,CODO I,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,52","92,67","98,08","90,99","92,5","58,5",Pasti Pas Good,
2026-04-13,2026-04-10,13-284626,I,2026,"Pekanbaru - Kuansing, Lipat Kain, Kampar",Kab Kampar,CODO I,SBM Riau I Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,"93,6","96,67",100,"91,6",99,"63,8",Pasti Pas Good,
2026-04-02,2026-04-02,13-287620,I,2026,"Jl. Rangau Km. 7, Kel. Pematang Pudu, Kec. Mandau, Duri, Kab. Bengkalis",Kab Bengkalis,,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,01",81,100,"92,52","96,5","65,3",Pasti Pas Good,
2026-04-16,2026-04-04,13-287637,I,2026,Jl. Jendral Sudirman,Kab. Bengkalis,CODO I,SBM Riau II Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,"87,4","82,67",100,"88,1",89,"60,8",Pasti Pas Good,
2026-04-07,2026-04-06,13-288601,I,2026,"Jl. Prof. M. Yamin, No. 01, Dumai",Kab.Dumai,CODO I,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,7","88,33","92,7","91,94",97,"63,1",Pasti Pas Good,
2026-04-21,2026-04-20,13-291702,I,2026,"Komp.Bintan Centre, Terminal Bus, Km.9",Kota Tanjung Pinang,CODO I,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,75","96,67",100,"94,64",97,"61,23",Pasti Pas Good,
2026-04-21,2026-04-20,13-291706,I,2026,JL. RH. FISABILILAH KM. 8 Atas Tanjung Pinang,Kota Tanjung Pinang,CODO I,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,81","96,67",100,"95,19",83,"54,71",Pasti Pas Good,
2026-04-08,2026-04-07,13-292630,I,2026,"Jl Lintas Rengat Tembilahan, Tempuling Indragiri Hilir",Kab Indragiri Hilir,CODO I,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,42","96,67","98,26","98,36",89,"63,7",Pasti Pas Good,
2026-04-13,2026-04-10,13-293622,I,2026,"Jl. Lintas Timur, Siberida",Kab Indragiri Hulu,CODO I,SBM Riau III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,58","96,67","98,17","93,89",99,"74,58",Pasti Pas Excellent,
2026-04-14,2026-04-14,13-295609,I,2026,"Jalan intas Taluk Kuantan, Kecamatan Logas",Kab Kuantan Singingi,CODO I,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,26","96,67",100,"94,15",84,"50,18",Pasti Pas Good,
2026-04-20,2026-04-18,14-201103,I,2026,Jl. Setia Budi - Medan,Kota Medan,DODO,SBM Medan I Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"91,2","92,67","97,12","89,64",98,"65,41",Basic,Izin Prinsip
2026-04-06,2026-04-04,14-201105,I,2026,Jl. Pinang Baris,Kota Medan,DODO,SBM Medan I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"91,66","96,67","98,08","91,34","90,5","59,1",Pasti Pas Good,
2026-04-06,2026-04-02,14-2011125,I,2026,Jl. Cemara,Kota Medan,DODO,SBM Medan I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,56",94,"98,08","93,65",91,"40,96",Pasti Pas Good,
2026-04-06,2026-04-04,14-2011129,I,2026,Jl. Arteri Ring Road,Kota Medan,DODO,SBM Medan I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"90,7","92,67","98,08","92,1","84,5","65,86",Pasti Pas Good,
2026-04-16,2026-04-15,14-201114,I,2026,"Jl. SM. Raja Km. 9, Tj. Morawa",Kota Medan,DODO,SBM Medan I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"87,79","86,33","98,08","88,18",91,"57,3",Pasti Pas Good,
2026-04-15,2026-04-14,14-2011157,I,2026,Jl Setia Budi Ujung Simpang Selayang,Kota Medan,DODO,SBM Medan I Fuel,TAGE1,TAGE2,CERTIFIED,CERTIFIED,"90,28","91,67","97,26","91,84","86,5","65,61",Pasti Pas Good,
2026-04-07,2026-04-06,14-201127,I,2026,Jl. Sisingamangaraja Km. 7 - Medan,Kota Medan,DODO,SBM Medan I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,97","93,33",100,"89,67",87,"53,4",Pasti Pas Good,
2026-04-06,2026-04-04,14-201174,I,2026,Jl. Ngumban Surbakti,Kota Medan,DODO,SBM Medan I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"87,95",94,"98,08","88,77",82,"43,78",Pasti Pas Good,
2026-04-14,2026-04-10,14-201184,I,2026,JL.T.A.HAMZAH NO.77 MEDAN HELVETIA,Kota Medan,,SBM Medan I Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"42,87","57,78",0,"60,1","86,5","42,3",Basic,"DU Dispenser, Masa Berlaku APAR, Salam, Izin Prinsip"
2026-04-22,2026-04-20,14-201186,I,2026,JL.JEND.GATOT SUBROTO MEDAN,Kodya Medan,DODO,SBM Medan I Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"58,13","61,78","39,43","71,41",83,"44,5",Basic,"Trims, Masa Berlaku APAR, Salam, Izin Prinsip"
2026-04-06,2026-04-02,14-2021140,I,2026,Jl Platina Raya - Titi Papan,Kota Medan,DODO,SBM Medan I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"91,92","96,67",100,"91,81",89,"56,4",Pasti Pas Good,
2026-04-06,2026-04-06,14-202140,I,2026,JL.A.R.HAKIM M E D A N,Kota Medan,DODO,SBM Medan I Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"93,77","96,67",100,"94,19",98,"61,4",Pasti Pas Good,
2026-04-05,2026-04-02,14-202146,I,2026,"Jl. Titi Pahlawan, Marelan",Kota Medan,DODO,SBM Medan I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"91,27","91,89",100,"93,99",96,"53,4",Pasti Pas Good,
2026-04-15,2026-04-13,14-2031145,I,2026,Jl. Sei Mencirim,Kab Deli Serdang,DODO,SBM Medan II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,97",89,"98,08","93,85",92,"58,66",Pasti Pas Good,
2026-04-08,2026-04-07,14-2031146,I,2026,Jl. Medan-L. Pakam,Kab Deli Serdang,DODO,SBM Medan II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"89,21","95,33","98,17","83,79",86,"58,1",Pasti Pas Good,
2026-04-25,2026-04-24,14-2031199,I,2026,"Jl. Cemara, Ds. Sampali",Kab Deli Serdang,DODO,SBM Medan II Fuel,Re-CAE1,TAGE1,CERTIFIED,CERTIFIED,"93,98","91,78",100,"91,27",99,"77,5",Pasti Pas Good,
2026-04-14,2026-04-11,14-203184,I,2026,Jl. Pasar V N0.24 Desa Tembung ,Kab Deli Serdang,DODO,SBM Medan II Fuel,TAGE1,TAGE2,CERTIFIED,CERTIFIED,"92,51","88,67","98,26","94,02",99,"77,1",Pasti Pas Good,
2026-04-10,2026-04-09,14-2051130,I,2026,"Jl. Raya Medan Tebing Tinggi, Perbaungan",Kab Serdang Bedagai,DODO,SBM Medan II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"80,69","83,44","85,43","90,14","76,5","39,93",Pasti Pas Good,
2026-04-08,2026-04-07,14-205178,I,2026,Jl. Bandara Kuala Namo ,Kab Deli Serdang,DODO,SBM Medan II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"89,32","87,78","93,29","93,8",99,"58,9",Pasti Pas Good,
2026-04-24,2026-04-23,14-206162,I,2026,"Jl. Yos Sudarso, Lalang, Kec. Rambutan, Kota Tebing Tinggi",Kodya Tebing Tinggi,DODO,SBM Medan II Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"64,77","61,44","60,52","80,59","71,5","41,66",Basic,"Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-10,2026-04-09,14-206190,I,2026,"Ds Suka Damai, Sei Rampah",Kab Serdang Bedagai,DODO,SBM Medan II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,83","96,67",100,"89,99",84,"44,4",Pasti Pas Good,
2026-04-20,2026-04-18,14-211210,I,2026,JL. Perapat KM. 7,Kota Pematang Siantar,,SBM Medan III Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"38,89","44,11","14,33","58,37",60,34,Basic,"DU Dispenser, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-25,2026-04-25,14-211212,I,2026,"Jl. Merdeka Serbalawan, Dolok Merangir I, Kec. Dolok Batu Nanggar, Kabupaten Simalungun",Kab. Simalungun,DODO,SBM Medan III Fuel,Re-CAE3,TAGE1,CERTIFIED,NOT CERTIFIED,"90,88","96,22","98,08","97,19",81,"49,9",Pasti Pas Good,
2026-04-26,2026-04-25,14-211275,I,2026,Jl.Raya Medan Siantar KM.2 - Simalungun,Kab Simalungun,,SBM Medan III Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"53,46","47,11","46,18","66,37",77,"40,66",Basic,"Nol, DU Dispenser, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-22,2026-04-21,14-212216,I,2026,"Jl. Lintas Sumatera, Petatal",Kab Batubara,DODO,SBM Medan IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,4","96,22","98,17","91,09",95,"63,1",Pasti Pas Good,
2026-04-20,2026-04-17,14-212222,I,2026,"Jl. Lintas Sumatra, Pulau Maria, Kec. Simpang Empat, Kabupaten Asahan",Kab. Asahan,DODO,SBM Medan IV Fuel,Re-CAE2,Re-CAE3,NOT CERTIFIED,NOT CERTIFIED,"68,15","91,22","43,84","77,84",81,"40,1",Basic,Masa Berlaku APAR
2026-04-16,2026-04-14,14-212229,I,2026,"Jl. Lintas Sumatra, Bunut, Kec. Kota Kisaran Barat",Kab. Asahan,DODO,SBM Medan IV Fuel,Re-CAE2,Re-CAE3,NOT CERTIFIED,NOT CERTIFIED,"63,84","62,22","73,35","62,59","68,5","45,1",Basic,
2026-04-25,2026-04-24,14-212249,I,2026,"Jl. Indrapura - Limapuluh, Simpang Gambus, Kec. Lima Puluh, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"39,69","31,11","34,3","61,1","52,5","25,06",Basic,"Nol, Trims, DU Dispenser, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-25,2026-04-24,14-212251,I,2026,"Jl. Imam Bonjol, Mesjid Lama, Kec. Talawi, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"61,95","61,78","56,88","75,03","77,5","37,16",Basic,Izin Prinsip
2026-04-25,2026-04-25,14-212254,I,2026,"Jl. Lintas Sumatra, Binjai, Kec. Sei Balai, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"56,82",45,"60,71","83,01","67,5","25,06",Basic,"Trims, Salam, Izin Prinsip, PELUMAS"
2026-04-16,2026-04-14,14-212258,I,2026,"Jl. Lintas Sumatra, Sipare-Pare, Kec. Air Putih, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"44,86","40,11","34,83","61,27",70,"28,36",Basic,"Nol, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-14,2026-04-11,14-212259,I,2026,"Jalinsum Tj. Seri, Kec. Sei Suka, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"34,41","30,78","11,5","58,8",74,"25,06",Basic,"Nol, Masa Berlaku APAR, Salam, Izin Prinsip, Jalur Fast Track, PELUMAS, HP"
2026-04-16,2026-04-14,14-212261,I,2026,"Jl. Access Road Inalum, Pematang Cengkring, Kec. Medang Deras, Kabupaten Batu Bara",Kab. Batubara,DODO,SBM Medan IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"56,54","59,78","40,43",71,"84,5","31,16",Basic,"Trims, Masa Berlaku APAR, Salam, APAB, Izin Prinsip, PELUMAS"
2026-04-20,2026-04-16,14-212268,I,2026,"Jl. Lintas Sumatera, Hessa.Simp.Kawat",Kab Asahan,DODO,SBM Medan IV Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"94,05","96,67",100,"94,69",97,"64,2",Pasti Pas Excellent,
2026-04-17,2026-04-15,14-212273,I,2026,"Jl. Ahmad Yani , Tj. Alam, Kec. Air Batu, Kabupaten Asahan",Kab. Asahan,DODO,SBM Medan IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"36,26","34,78","11,5","58,98",74,"30,1",Basic,"Nol, Masa Berlaku APAR, Salam, Izin Prinsip, Jalur Fast Track, PELUMAS, HP"
2026-04-26,2026-04-25,14-212283,I,2026,"Jl. Lintas Sumatera, Ds. Sumber Padi - Kab. Batubara",Kab Batubara,DODO,SBM Medan IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"76,03","74,33","84,48","78,34","82,5","44,76",Basic,"Masa Berlaku APAR, Izin Prinsip"
2026-04-15,2026-04-14,14-212293,I,2026,"Jl. Imam Bonjol, Kec. Kota Kisaran Timur, Kabupaten Asahan",Kab. Asahan,DODO,SBM Medan IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,76","97,33","98,08","91,39",94,"54,6",Pasti Pas Good,
2026-04-17,2026-04-16,14-212298,I,2026,"Jl. Lintas Tj. Balai - Tj. Ledong, Desa Sei Kepayang Tengah, Kec. Sei Kepayang",Kab Asahan,DODO,SBM Medan IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,58","96,67","98,08","94,44",97,"45,6",Pasti Pas Good,
2026-04-20,2026-04-16,14-213217,I,2026,Jl. Raya Teluk Nibung,Kota Tanjung Balai,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"62,7","45,11","78,72","70,27","77,5","42,1",Basic,"Nol, Trims, DU Dispenser, Masa Berlaku APAR, Salam"
2026-04-17,2026-04-15,14-213228,I,2026,"Jl. Lintas Sumatera, Sei Suka Deras",Kab Batubara,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"23,17","20,11","3,33","41,66",60,"20,01",Basic,"Nol, Trims, DU Dispenser, Masa Berlaku APAR, Salam, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-20,2026-04-16,14-213232,I,2026,"JL. JENDRAL SUDIRMAN, DESA SIJAMBI KM. 7 TANJUNG BALAI",Kota Tanjung Balai,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"54,64","59,78","52,95","54,4",70,"31,16",Basic,"DU Dispenser, Masa Berlaku APAR, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-20,2026-04-17,14-213264,I,2026,"Jl. Letjen Jamin Ginting, Sirantau, Kec. Datuk Bandar, Kota Tanjung Balai",Kodya Tj Balai,DODO,SBM Medan IV Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"57,58","40,11","71,25","59,61","80,5","39,16",Basic,"Masa Berlaku APAR, Salam, Izin Prinsip"
2026-04-20,2026-04-17,14-213276,I,2026,"Jl. Kapias, Tanjung Balai - Medan",Kota Tanjung Balai,DODO,SBM Medan IV Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"76,91","77,11","87,35","79,62","79,5",26,Basic,"Masa Berlaku APAR, Izin Prinsip, PELUMAS"
2026-04-14,2026-04-10,14-214215,I,2026,"Jl. Lintas Sumatra, Aek Batu, Kec. Torgamba, Labusel",Kab. Lbuhn Baru Sltn,,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"88,37","96,22",100,"81,5",89,"42,4",Basic,
2026-04-16,2026-04-14,14-214226,I,2026,"Jl. Lintas Sumatera, Blok Songo",Kab Labuhan Bt Sel,DODO,SBM Sibolga III Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"91,68","96,22","98,08","88,29",97,"59,8",Pasti Pas Good,
2026-04-08,2026-04-07,14-214230,I,2026,"Jl. Lintas Sumatera, Aek Kota Batu",Kab Labuhan Bt Utara,DODO,SBM Sibolga III Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,"93,8","96,67","98,17","91,79",99,71,Pasti Pas Excellent,
2026-04-14,2026-04-13,14-214234,I,2026,"Jl. Lintas Sumatera, Aek kanopan",Kab Labuhan Bt Utara,DODO,SBM Sibolga III Fuel,Re-CAE1,TAGE1,CERTIFIED,NOT CERTIFIED,"88,64","96,67","98,08","89,25",80,"43,6",Pasti Pas Good,
2026-04-20,2026-04-16,14-214266,I,2026,"Jl. Kota Pinang - Gunung Tua, Langga Payung, Kec. Sungai Kanan, Kab. Labuhanbatu Selatan",Kab. Lbuhn Baru Sltn,DODO,SBM Sibolga III Fuel,Re-CAE3,TAGE1,CERTIFIED,NOT CERTIFIED,"90,43","96,89",100,"91,98",87,"41,9",Pasti Pas Good,
2026-04-16,2026-04-14,14-214288,I,2026,"Jl. Lintas Sumatra, Kota Pinang",Kab Labuhan Bt Sel,DODO,SBM Sibolga III Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,91,"96,67",100,"91,34",84,"53,4",Pasti Pas Good,
2026-04-10,2026-04-08,14-214299,I,2026,"Jl. Simpang Merbau, Labuhan Batu Utara",Kab Labuhan Bt Utara,DODO,SBM Sibolga III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,89","96,67",100,"90,69",85,"62,6",Pasti Pas Good,
2026-04-08,2026-04-07,14-214310,I,2026,"Jl. Lintas Sumatera, Aek Merbatu Kab. Labuhanbatu Utara",Kab Labuhan Bt Utara,,SBM Sibolga III Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"90,73","96,22",100,"90,52",87,"49,9",Pasti Pas Good,
2026-04-25,2026-04-24,14-221248,I,2026,"Jl. Jamin Ginting, Dolat Rayat, Kec. Dolat Rayat, Kab. Karo",Kab. Karo,DODO,SBM Medan V Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"93,02","96,67",100,"97,57",92,"53,01",Pasti Pas Good,
2026-04-25,2026-04-24,14-221286,I,2026,"Jl. Veteran, Berastagi",Kab Karo,,SBM Medan V Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"87,87","96,22",100,"88,93",82,"29,5",Basic,"Masa Berlaku APAR, Izin Prinsip, PELUMAS"
2026-04-20,2026-04-18,14-223301,I,2026,Jl.Balige - Toba Samosir,Kab Toba Samosir,,SBM Sibolga II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"89,86","96,67",100,"91,39","77,5","48,36",Pasti Pas Good,
2026-04-20,2026-04-16,14-227259,I,2026,"Jl Lintas Langga Payung, Simpang Aek Milas, Kabupaten Padang Lawas Utara",Kab. Pdg Lawas Utara,DODO,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"58,3","31,11","86,58","57,66","79,5","34,64",Basic,"Masa Berlaku APAR, Salam, Izin Prinsip, Jalur Fast Track"
2026-04-25,2026-04-25,14-227309,I,2026,"Jl. Kihajar Dewantara, Bangun Raya, Kec. Barumun, Kabupaten Padang Lawas",Kab. Padang Lawas,DODO,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"71,56","59,33","84,67","79,45","82,5","46,5",Basic,"Trims, Masa Berlaku APAR, Izin Prinsip"
2026-04-24,2026-04-23,14-227317,I,2026,"Jl. Sisingamangaraja, Sitamiang Baru, Kec. Padangsidimpuan Selatan",Kodya P Sidempuan,,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"57,49","52,11","63,21","66,39","71,5","22,86",Basic,"DU Dispenser, Masa Berlaku APAR, APAB, Izin Prinsip, Jalur Fast Track, PELUMAS, HP"
2026-04-23,2026-04-21,14-227318,I,2026,"Jl. Willem Iskandar, Pidoli Dolok, Kec. Panyabungan, Kabupaten Mandailing Natal",Kab. Madina,DODO,SBM Sibolga III Fuel,Re-CAE3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"59,17","77,56","38,39","72,45","69,5","32,8",Basic,"Masa Berlaku APAR, Izin Prinsip, PELUMAS"
2026-04-21,2026-04-18,14-227322,I,2026,"Jl. Tarutung - Padangsidempuan, Ds Hutaraja, Sipirok, Tapsel",Kab. Tapanuli Selata,,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"82,83","76,44","98,08","80,75",93,"48,1",Basic,"Izin Prinsip, Jalur Fast Track"
