send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2025-06-23,2025-06-13,34-15145,III,2025,"Jl. Halim Perdana Kusuma, Jurumudi",Kota Tangerang,DODO,SBM Banten I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,89.27,87.78,96.17,92.20,100.00,53.23,Pasti Pas Good,,NFR
2025-06-18,2025-06-13,24-30295,II,2025,Jl. Kapten Abdullah No.23 Talang Putri,Kota Palembang,DODO,SBM Sumsel I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,84.11,88.44,91.32,85.35,85.50,40.96,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-25,2025-06-13,44-59505,IV,2025,Ds. Kembang Arum Mranggen,Kab Demak,DODO,SBM Semarang III Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,85.74,75.56,100.00,96.30,100.00,41.86,Basic,,NFR
2025-06-25,2025-06-13,31-11501,III,2025,Jl. Kedoya Raya No. 14,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,95.83,90.00,100.00,98.70,100.00,90.86,Pasti Pas Good,,Produk JBU
2025-07-16,2025-06-13,44-50227,IV,2025,JL. MAYJEN SUTOYO/ D. I PANJAITAN,Kota Semarang,DODO,SBM Semarang I Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,91.8,95.33,92.72,91.56,97.00,73.60,Pasti Pas Good,,NFR
2025-06-26,2025-06-13,54-66229,V,2025,Jl. Raya Selorejo Ds.Selorejo Ngunut Tulungagung,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.67,87.33,100.00,90.05,92.00,62.60,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-06-24,2025-06-13,54-80111,V,2025,Jl. Gatot Subroto Timur no. 394 X,Kota Denpasar,DODO,SBM Bali I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.84,88.33,100.00,91.86,94.00,55.48,Pasti Pas Good,,NFR
2025-06-28,2025-06-13,44-51114,IV,2025,"Jl. Pahlawan, Gejlik Kajen",Kab Pekalongan,DODO,SBM Tegal II Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,86.76,78.00,100.00,89.05,94.00,61.50,Basic,,NFR
2025-06-19,2025-06-13,14-292676,I,2025,Jl.Raya Rumbai Sejuk,Kab Indragiri Hilir,,SBM Riau III Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,91.09,92.67,96.17,93.20,97.00,61.00,Pasti Pas Good,,NFR
2025-06-28,2025-06-13,34-40321,III,2025,Jl. Raya Cibogo Lembang,Kab Bandung Barat,DODO,SBM Bandung II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,87.83,93.33,99.04,89.70,67.00,54.76,Pasti Pas Good,,"NFR, Produk JBU"
2025-06-25,2025-06-13,34-45402,III,2025,Jl. Raya Jati Pamor Majalengka,Kab Majalengka,,SBM Cirebon II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,92.64,96.67,100.00,88.65,93.00,66.10,Pasti Pas Good,,NFR
